entity,group,value,sequence,variable,unit
G3_07,Group 3,110.521,35,demo_measurement,unit
G3_07,Group 3,118.238,36,demo_measurement,unit
G3_07,Group 3,83.406,37,demo_measurement,unit
G3_07,Group 3,98.012,38,demo_measurement,unit
G3_07,Group 3,89.812,39,demo_measurement,unit
G3_07,Group 3,122.604,40,demo_measurement,unit
G3_07,Group 3,97.180,41,demo_measurement,unit
G3_07,Group 3,100.806,42,demo_measurement,unit
G3_07,Group 3,111.891,43,demo_measurement,unit
G3_07,Group 3,99.140,44,demo_measurement,unit
G3_07,Group 3,113.496,45,demo_measurement,unit
G3_07,Group 3,100.802,46,demo_measurement,unit
G3_07,Group 3,108.613,47,demo_measurement,unit
G3_07,Group 3,107.037,48,demo_measurement,unit
G3_07,Group 3,116.265,49,demo_measurement,unit
G3_07,Group 3,111.032,50,demo_measurement,unit
G3_08,Group 3,122.302,1,demo_measurement,unit
G3_08,Group 3,124.573,2,demo_measurement,unit
G3_08,Group 3,97.411,3,demo_measurement,unit
G3_08,Group 3,93.301,4,demo_measurement,unit
G3_08,Group 3,110.363,5,demo_measurement,unit
G3_08,Group 3,117.398,6,demo_measurement,unit
G3_08,Group 3,124.515,7,demo_measurement,unit
G3_08,Group 3,99.225,8,demo_measurement,unit
G3_08,Group 3,98.827,9,demo_measurement,unit
G3_08,Group 3,134.564,10,demo_measurement,unit
G3_08,Group 3,112.495,11,demo_measurement,unit
G3_08,Group 3,109.921,12,demo_measurement,unit
G3_08,Group 3,123.668,13,demo_measurement,unit
G3_08,Group 3,112.882,14,demo_measurement,unit
G3_08,Group 3,123.317,15,demo_measurement,unit
G3_08,Group 3,135.114,16,demo_measurement,unit
G3_08,Group 3,117.554,17,demo_measurement,unit
G3_08,Group 3,114.592,18,demo_measurement,unit
G3_08,Group 3,118.153,19,demo_measurement,unit
G3_08,Group 3,102.117,20,demo_measurement,unit
G3_08,Group 3,105.913,21,demo_measurement,unit
G3_08,Group 3,109.325,22,demo_measurement,unit
G3_08,Group 3,101.713,23,demo_measurement,unit
G3_08,Group 3,113.343,24,demo_measurement,unit
G3_08,Group 3,122.333,25,demo_measurement,unit
G3_08,Group 3,110.984,26,demo_measurement,unit
G3_08,Group 3,105.846,27,demo_measurement,unit
G3_08,Group 3,123.862,28,demo_measurement,unit
G3_08,Group 3,128.803,29,demo_measurement,unit
G3_08,Group 3,116.978,30,demo_measurement,unit
G3_08,Group 3,106.896,31,demo_measurement,unit
G3_08,Group 3,111.051,32,demo_measurement,unit
G3_08,Group 3,112.428,33,demo_measurement,unit
G3_08,Group 3,127.808,34,demo_measurement,unit
G3_08,Group 3,136.793,35,demo_measurement,unit
G3_08,Group 3,137.976,36,demo_measurement,unit
G3_08,Group 3,108.425,37,demo_measurement,unit
G3_08,Group 3,116.350,38,demo_measurement,unit
G3_08,Group 3,112.276,39,demo_measurement,unit
G3_08,Group 3,123.096,40,demo_measurement,unit
G3_08,Group 3,108.173,41,demo_measurement,unit
G3_08,Group 3,117.298,42,demo_measurement,unit
G3_08,Group 3,131.890,43,demo_measurement,unit
G3_08,Group 3,128.044,44,demo_measurement,unit
G3_08,Group 3,105.033,45,demo_measurement,unit
G3_08,Group 3,125.873,46,demo_measurement,unit
G3_08,Group 3,108.893,47,demo_measurement,unit
G3_08,Group 3,116.815,48,demo_measurement,unit
G3_08,Group 3,129.447,49,demo_measurement,unit
G3_08,Group 3,123.214,50,demo_measurement,unit
G3_09,Group 3,122.987,1,demo_measurement,unit
G3_09,Group 3,109.702,2,demo_measurement,unit
G3_09,Group 3,116.733,3,demo_measurement,unit
G3_09,Group 3,103.062,4,demo_measurement,unit
G3_09,Group 3,113.765,5,demo_measurement,unit
G3_09,Group 3,108.174,6,demo_measurement,unit
G3_09,Group 3,105.601,7,demo_measurement,unit
G3_09,Group 3,109.604,8,demo_measurement,unit
G3_09,Group 3,109.351,9,demo_measurement,unit
G3_09,Group 3,108.068,10,demo_measurement,unit
G3_09,Group 3,114.802,11,demo_measurement,unit
G3_09,Group 3,105.486,12,demo_measurement,unit
G3_09,Group 3,93.834,13,demo_measurement,unit
G3_09,Group 3,115.779,14,demo_measurement,unit
G3_09,Group 3,114.570,15,demo_measurement,unit
G3_09,Group 3,121.027,16,demo_measurement,unit
G3_09,Group 3,134.825,17,demo_measurement,unit
G3_09,Group 3,118.957,18,demo_measurement,unit
G3_09,Group 3,103.175,19,demo_measurement,unit
G3_09,Group 3,86.376,20,demo_measurement,unit
G3_09,Group 3,119.113,21,demo_measurement,unit
G3_09,Group 3,107.800,22,demo_measurement,unit
G3_09,Group 3,98.034,23,demo_measurement,unit
G3_09,Group 3,120.265,24,demo_measurement,unit
G3_09,Group 3,109.546,25,demo_measurement,unit
G3_09,Group 3,131.773,26,demo_measurement,unit
G3_09,Group 3,111.409,27,demo_measurement,unit
G3_09,Group 3,123.005,28,demo_measurement,unit
G3_09,Group 3,108.753,29,demo_measurement,unit
G3_09,Group 3,130.411,30,demo_measurement,unit
G3_09,Group 3,104.201,31,demo_measurement,unit
G3_09,Group 3,114.150,32,demo_measurement,unit
G3_09,Group 3,115.602,33,demo_measurement,unit
G3_09,Group 3,105.050,34,demo_measurement,unit
G3_09,Group 3,107.346,35,demo_measurement,unit
G3_09,Group 3,104.593,36,demo_measurement,unit
G3_09,Group 3,107.861,37,demo_measurement,unit
G3_09,Group 3,131.603,38,demo_measurement,unit
G3_09,Group 3,114.771,39,demo_measurement,unit
G3_09,Group 3,128.693,40,demo_measurement,unit
G3_09,Group 3,109.517,41,demo_measurement,unit
G3_09,Group 3,89.986,42,demo_measurement,unit
G3_09,Group 3,105.645,43,demo_measurement,unit
G3_09,Group 3,100.696,44,demo_measurement,unit
G3_09,Group 3,125.245,45,demo_measurement,unit
G3_09,Group 3,119.507,46,demo_measurement,unit
G3_09,Group 3,126.694,47,demo_measurement,unit
G3_09,Group 3,125.196,48,demo_measurement,unit
G3_09,Group 3,110.564,49,demo_measurement,unit
G3_09,Group 3,123.647,50,demo_measurement,unit
G3_10,Group 3,129.401,1,demo_measurement,unit
G3_10,Group 3,124.691,2,demo_measurement,unit
G3_10,Group 3,95.883,3,demo_measurement,unit
G3_10,Group 3,115.043,4,demo_measurement,unit
G3_10,Group 3,147.213,5,demo_measurement,unit
G3_10,Group 3,111.859,6,demo_measurement,unit
G3_10,Group 3,140.455,7,demo_measurement,unit
G3_10,Group 3,98.500,8,demo_measurement,unit
G3_10,Group 3,106.823,9,demo_measurement,unit
G3_10,Group 3,121.775,10,demo_measurement,unit
G3_10,Group 3,107.888,11,demo_measurement,unit
G3_10,Group 3,95.690,12,demo_measurement,unit
G3_10,Group 3,129.601,13,demo_measurement,unit
G3_10,Group 3,97.575,14,demo_measurement,unit
G3_10,Group 3,97.456,15,demo_measurement,unit
G3_10,Group 3,125.674,16,demo_measurement,unit
G3_10,Group 3,129.382,17,demo_measurement,unit
G3_10,Group 3,117.509,18,demo_measurement,unit
G3_10,Group 3,125.449,19,demo_measurement,unit
G3_10,Group 3,118.357,20,demo_measurement,unit
G3_10,Group 3,100.843,21,demo_measurement,unit
G3_10,Group 3,93.545,22,demo_measurement,unit
G3_10,Group 3,126.320,23,demo_measurement,unit
G3_10,Group 3,114.334,24,demo_measurement,unit
G3_10,Group 3,109.601,25,demo_measurement,unit
G3_10,Group 3,123.439,26,demo_measurement,unit
G3_10,Group 3,103.640,27,demo_measurement,unit
G3_10,Group 3,108.990,28,demo_measurement,unit
G3_10,Group 3,114.075,29,demo_measurement,unit
G3_10,Group 3,115.392,30,demo_measurement,unit
G3_10,Group 3,126.855,31,demo_measurement,unit
G3_10,Group 3,102.311,32,demo_measurement,unit
G3_10,Group 3,103.379,33,demo_measurement,unit
G3_10,Group 3,94.674,34,demo_measurement,unit
G3_10,Group 3,133.604,35,demo_measurement,unit
G3_10,Group 3,86.371,36,demo_measurement,unit
G3_10,Group 3,110.045,37,demo_measurement,unit
G3_10,Group 3,137.620,38,demo_measurement,unit
G3_10,Group 3,105.153,39,demo_measurement,unit
G3_10,Group 3,107.950,40,demo_measurement,unit
G3_10,Group 3,126.723,41,demo_measurement,unit
G3_10,Group 3,97.923,42,demo_measurement,unit
G3_10,Group 3,124.486,43,demo_measurement,unit
G3_10,Group 3,115.955,44,demo_measurement,unit
G3_10,Group 3,132.065,45,demo_measurement,unit
G3_10,Group 3,116.127,46,demo_measurement,unit
G3_10,Group 3,125.941,47,demo_measurement,unit
G3_10,Group 3,121.926,48,demo_measurement,unit
G3_10,Group 3,95.026,49,demo_measurement,unit
G3_10,Group 3,114.761,50,demo_measurement,unit
G3_11,Group 3,87.510,1,demo_measurement,unit
G3_11,Group 3,107.726,2,demo_measurement,unit
G3_11,Group 3,137.254,3,demo_measurement,unit
G3_11,Group 3,103.735,4,demo_measurement,unit
G3_11,Group 3,95.082,5,demo_measurement,unit
G3_11,Group 3,122.643,6,demo_measurement,unit
G3_11,Group 3,110.533,7,demo_measurement,unit
G3_11,Group 3,109.373,8,demo_measurement,unit
G3_11,Group 3,104.639,9,demo_measurement,unit
G3_11,Group 3,107.831,10,demo_measurement,unit
G3_11,Group 3,91.275,11,demo_measurement,unit
G3_11,Group 3,105.750,12,demo_measurement,unit
G3_11,Group 3,102.061,13,demo_measurement,unit
G3_11,Group 3,125.089,14,demo_measurement,unit
G3_11,Group 3,120.032,15,demo_measurement,unit
G3_11,Group 3,124.039,16,demo_measurement,unit
G3_11,Group 3,104.030,17,demo_measurement,unit
G3_11,Group 3,116.120,18,demo_measurement,unit
G3_11,Group 3,95.766,19,demo_measurement,unit
G3_11,Group 3,113.985,20,demo_measurement,unit
G3_11,Group 3,111.731,21,demo_measurement,unit
G3_11,Group 3,113.083,22,demo_measurement,unit
G3_11,Group 3,109.603,23,demo_measurement,unit
G3_11,Group 3,110.558,24,demo_measurement,unit
G3_11,Group 3,97.076,25,demo_measurement,unit
G3_11,Group 3,112.840,26,demo_measurement,unit
G3_11,Group 3,104.932,27,demo_measurement,unit
G3_11,Group 3,117.209,28,demo_measurement,unit
G3_11,Group 3,110.152,29,demo_measurement,unit
G3_11,Group 3,115.323,30,demo_measurement,unit
G3_11,Group 3,134.360,31,demo_measurement,unit
G3_11,Group 3,128.292,32,demo_measurement,unit
G3_11,Group 3,113.206,33,demo_measurement,unit
G3_11,Group 3,110.774,34,demo_measurement,unit
G3_11,Group 3,94.872,35,demo_measurement,unit
G3_11,Group 3,104.014,36,demo_measurement,unit
G3_11,Group 3,103.371,37,demo_measurement,unit
G3_11,Group 3,112.479,38,demo_measurement,unit
G3_11,Group 3,131.651,39,demo_measurement,unit
G3_11,Group 3,124.126,40,demo_measurement,unit
G3_11,Group 3,119.531,41,demo_measurement,unit
G3_11,Group 3,114.512,42,demo_measurement,unit
G3_11,Group 3,110.023,43,demo_measurement,unit
G3_11,Group 3,115.081,44,demo_measurement,unit
G3_11,Group 3,130.585,45,demo_measurement,unit
G3_11,Group 3,112.105,46,demo_measurement,unit
G3_11,Group 3,122.379,47,demo_measurement,unit
G3_11,Group 3,132.065,48,demo_measurement,unit
G3_11,Group 3,122.884,49,demo_measurement,unit
G3_11,Group 3,111.508,50,demo_measurement,unit
G3_12,Group 3,112.157,1,demo_measurement,unit
G3_12,Group 3,134.144,2,demo_measurement,unit
G3_12,Group 3,139.388,3,demo_measurement,unit
G3_12,Group 3,101.880,4,demo_measurement,unit
G3_12,Group 3,123.504,5,demo_measurement,unit
G3_12,Group 3,133.807,6,demo_measurement,unit
G3_12,Group 3,128.168,7,demo_measurement,unit
G3_12,Group 3,107.993,8,demo_measurement,unit
G3_12,Group 3,137.351,9,demo_measurement,unit
G3_12,Group 3,119.663,10,demo_measurement,unit
G3_12,Group 3,116.400,11,demo_measurement,unit
G3_12,Group 3,114.700,12,demo_measurement,unit
G3_12,Group 3,100.446,13,demo_measurement,unit
G3_12,Group 3,133.981,14,demo_measurement,unit
G3_12,Group 3,106.064,15,demo_measurement,unit
G3_12,Group 3,114.741,16,demo_measurement,unit
G3_12,Group 3,121.110,17,demo_measurement,unit
G3_12,Group 3,126.315,18,demo_measurement,unit
G3_12,Group 3,97.976,19,demo_measurement,unit
G3_12,Group 3,126.969,20,demo_measurement,unit
G3_12,Group 3,115.191,21,demo_measurement,unit
G3_12,Group 3,115.619,22,demo_measurement,unit
G3_12,Group 3,123.639,23,demo_measurement,unit
G3_12,Group 3,120.484,24,demo_measurement,unit
G3_12,Group 3,115.965,25,demo_measurement,unit
G3_12,Group 3,112.494,26,demo_measurement,unit
G3_12,Group 3,121.382,27,demo_measurement,unit
G3_12,Group 3,110.404,28,demo_measurement,unit
G3_12,Group 3,121.322,29,demo_measurement,unit
G3_12,Group 3,110.660,30,demo_measurement,unit
G3_12,Group 3,97.823,31,demo_measurement,unit
G3_12,Group 3,92.438,32,demo_measurement,unit
G3_12,Group 3,120.020,33,demo_measurement,unit
G3_12,Group 3,117.210,34,demo_measurement,unit
G3_12,Group 3,121.360,35,demo_measurement,unit
G3_12,Group 3,91.220,36,demo_measurement,unit
G3_12,Group 3,122.274,37,demo_measurement,unit
G3_12,Group 3,111.346,38,demo_measurement,unit
G3_12,Group 3,94.063,39,demo_measurement,unit
G3_12,Group 3,91.752,40,demo_measurement,unit
G3_12,Group 3,103.229,41,demo_measurement,unit
G3_12,Group 3,105.718,42,demo_measurement,unit
G3_12,Group 3,136.623,43,demo_measurement,unit
G3_12,Group 3,132.500,44,demo_measurement,unit
G3_12,Group 3,126.728,45,demo_measurement,unit
G3_12,Group 3,97.557,46,demo_measurement,unit
G3_12,Group 3,98.372,47,demo_measurement,unit
G3_12,Group 3,115.176,48,demo_measurement,unit
G3_12,Group 3,81.690,49,demo_measurement,unit
G3_12,Group 3,138.293,50,demo_measurement,unit
G3_13,Group 3,112.309,1,demo_measurement,unit
G3_13,Group 3,116.208,2,demo_measurement,unit
G3_13,Group 3,112.933,3,demo_measurement,unit
G3_13,Group 3,123.690,4,demo_measurement,unit
G3_13,Group 3,88.933,5,demo_measurement,unit
G3_13,Group 3,133.866,6,demo_measurement,unit
G3_13,Group 3,113.542,7,demo_measurement,unit
G3_13,Group 3,113.934,8,demo_measurement,unit
G3_13,Group 3,96.860,9,demo_measurement,unit
G3_13,Group 3,122.241,10,demo_measurement,unit
G3_13,Group 3,111.847,11,demo_measurement,unit
G3_13,Group 3,109.691,12,demo_measurement,unit
G3_13,Group 3,94.758,13,demo_measurement,unit
G3_13,Group 3,98.897,14,demo_measurement,unit
G3_13,Group 3,137.005,15,demo_measurement,unit
G3_13,Group 3,98.322,16,demo_measurement,unit
G3_13,Group 3,108.592,17,demo_measurement,unit
G3_13,Group 3,126.121,18,demo_measurement,unit
G3_13,Group 3,102.277,19,demo_measurement,unit
G3_13,Group 3,111.862,20,demo_measurement,unit
G3_13,Group 3,113.245,21,demo_measurement,unit
G3_13,Group 3,124.554,22,demo_measurement,unit
G3_13,Group 3,97.437,23,demo_measurement,unit
G3_13,Group 3,120.152,24,demo_measurement,unit
G3_13,Group 3,94.921,25,demo_measurement,unit
G3_13,Group 3,114.052,26,demo_measurement,unit
G3_13,Group 3,116.456,27,demo_measurement,unit
G3_13,Group 3,112.368,28,demo_measurement,unit
G3_13,Group 3,127.973,29,demo_measurement,unit
G3_13,Group 3,145.602,30,demo_measurement,unit
G3_13,Group 3,125.037,31,demo_measurement,unit
G3_13,Group 3,113.451,32,demo_measurement,unit
G3_13,Group 3,107.995,33,demo_measurement,unit
G3_13,Group 3,125.965,34,demo_measurement,unit
G3_13,Group 3,103.587,35,demo_measurement,unit
G3_13,Group 3,115.330,36,demo_measurement,unit
G3_13,Group 3,115.672,37,demo_measurement,unit
G3_13,Group 3,125.330,38,demo_measurement,unit
G3_13,Group 3,123.718,39,demo_measurement,unit
G3_13,Group 3,122.842,40,demo_measurement,unit
G3_13,Group 3,101.579,41,demo_measurement,unit
G3_13,Group 3,108.001,42,demo_measurement,unit
G3_13,Group 3,84.196,43,demo_measurement,unit
G3_13,Group 3,95.054,44,demo_measurement,unit
G3_13,Group 3,114.531,45,demo_measurement,unit
G3_13,Group 3,107.824,46,demo_measurement,unit
G3_13,Group 3,123.120,47,demo_measurement,unit
G3_13,Group 3,124.345,48,demo_measurement,unit
G3_13,Group 3,102.030,49,demo_measurement,unit
G3_13,Group 3,127.788,50,demo_measurement,unit
G3_14,Group 3,111.196,1,demo_measurement,unit
G3_14,Group 3,123.756,2,demo_measurement,unit
G3_14,Group 3,107.026,3,demo_measurement,unit
G3_14,Group 3,94.298,4,demo_measurement,unit
G3_14,Group 3,110.087,5,demo_measurement,unit
G3_14,Group 3,100.582,6,demo_measurement,unit
G3_14,Group 3,104.544,7,demo_measurement,unit
G3_14,Group 3,113.999,8,demo_measurement,unit
G3_14,Group 3,104.162,9,demo_measurement,unit
G3_14,Group 3,103.442,10,demo_measurement,unit
G3_14,Group 3,117.341,11,demo_measurement,unit
G3_14,Group 3,111.720,12,demo_measurement,unit
G3_14,Group 3,121.075,13,demo_measurement,unit
G3_14,Group 3,99.273,14,demo_measurement,unit
G3_14,Group 3,111.585,15,demo_measurement,unit
G3_14,Group 3,113.128,16,demo_measurement,unit
G3_14,Group 3,118.278,17,demo_measurement,unit
G3_14,Group 3,116.706,18,demo_measurement,unit
G3_14,Group 3,140.138,19,demo_measurement,unit
G3_14,Group 3,118.922,20,demo_measurement,unit
G3_14,Group 3,135.598,21,demo_measurement,unit
G3_14,Group 3,132.068,22,demo_measurement,unit
G3_14,Group 3,107.790,23,demo_measurement,unit
G3_14,Group 3,112.614,24,demo_measurement,unit
G3_14,Group 3,109.200,25,demo_measurement,unit
G3_14,Group 3,122.936,26,demo_measurement,unit
G3_14,Group 3,99.342,27,demo_measurement,unit
G3_14,Group 3,117.740,28,demo_measurement,unit
G3_14,Group 3,106.963,29,demo_measurement,unit
G3_14,Group 3,121.604,30,demo_measurement,unit
G3_14,Group 3,126.784,31,demo_measurement,unit
G3_14,Group 3,123.314,32,demo_measurement,unit
G3_14,Group 3,109.631,33,demo_measurement,unit
G3_14,Group 3,118.999,34,demo_measurement,unit
G3_14,Group 3,128.440,35,demo_measurement,unit
G3_14,Group 3,99.583,36,demo_measurement,unit
G3_14,Group 3,110.705,37,demo_measurement,unit
G3_14,Group 3,117.287,38,demo_measurement,unit
G3_14,Group 3,95.392,39,demo_measurement,unit
G3_14,Group 3,109.960,40,demo_measurement,unit
G3_14,Group 3,127.559,41,demo_measurement,unit
G3_14,Group 3,111.340,42,demo_measurement,unit
G3_14,Group 3,130.722,43,demo_measurement,unit
G3_14,Group 3,95.052,44,demo_measurement,unit
G3_14,Group 3,115.223,45,demo_measurement,unit
G3_14,Group 3,117.766,46,demo_measurement,unit
G3_14,Group 3,124.152,47,demo_measurement,unit
G3_14,Group 3,103.821,48,demo_measurement,unit
G3_14,Group 3,113.381,49,demo_measurement,unit
G3_14,Group 3,140.497,50,demo_measurement,unit
G3_15,Group 3,132.690,1,demo_measurement,unit
G3_15,Group 3,87.434,2,demo_measurement,unit
G3_15,Group 3,120.698,3,demo_measurement,unit
G3_15,Group 3,96.954,4,demo_measurement,unit
G3_15,Group 3,117.953,5,demo_measurement,unit
G3_15,Group 3,117.722,6,demo_measurement,unit
G3_15,Group 3,122.390,7,demo_measurement,unit
G3_15,Group 3,96.087,8,demo_measurement,unit
G3_15,Group 3,104.963,9,demo_measurement,unit
G3_15,Group 3,100.972,10,demo_measurement,unit
G3_15,Group 3,124.789,11,demo_measurement,unit
G3_15,Group 3,109.914,12,demo_measurement,unit
G3_15,Group 3,94.311,13,demo_measurement,unit
G3_15,Group 3,135.750,14,demo_measurement,unit
G3_15,Group 3,131.760,15,demo_measurement,unit
G3_15,Group 3,119.598,16,demo_measurement,unit
G3_15,Group 3,100.682,17,demo_measurement,unit
G3_15,Group 3,132.072,18,demo_measurement,unit
G3_15,Group 3,90.519,19,demo_measurement,unit
G3_15,Group 3,93.923,20,demo_measurement,unit
G3_15,Group 3,120.695,21,demo_measurement,unit
G3_15,Group 3,113.580,22,demo_measurement,unit
G3_15,Group 3,112.282,23,demo_measurement,unit
G3_15,Group 3,99.984,24,demo_measurement,unit
G3_15,Group 3,123.577,25,demo_measurement,unit
G3_15,Group 3,117.369,26,demo_measurement,unit
G3_15,Group 3,133.739,27,demo_measurement,unit
G3_15,Group 3,117.509,28,demo_measurement,unit
G3_15,Group 3,129.567,29,demo_measurement,unit
G3_15,Group 3,97.235,30,demo_measurement,unit
G3_15,Group 3,129.275,31,demo_measurement,unit
G3_15,Group 3,99.081,32,demo_measurement,unit
G3_15,Group 3,100.635,33,demo_measurement,unit
G3_15,Group 3,116.146,34,demo_measurement,unit
G3_15,Group 3,114.331,35,demo_measurement,unit
G3_15,Group 3,94.652,36,demo_measurement,unit
G3_15,Group 3,129.721,37,demo_measurement,unit
G3_15,Group 3,102.750,38,demo_measurement,unit
G3_15,Group 3,140.191,39,demo_measurement,unit
G3_15,Group 3,110.663,40,demo_measurement,unit
G3_15,Group 3,108.643,41,demo_measurement,unit
G3_15,Group 3,115.055,42,demo_measurement,unit
G3_15,Group 3,111.722,43,demo_measurement,unit
G3_15,Group 3,109.813,44,demo_measurement,unit
G3_15,Group 3,111.182,45,demo_measurement,unit
G3_15,Group 3,103.297,46,demo_measurement,unit
G3_15,Group 3,132.768,47,demo_measurement,unit
G3_15,Group 3,93.264,48,demo_measurement,unit
G3_15,Group 3,121.713,49,demo_measurement,unit
G3_15,Group 3,119.517,50,demo_measurement,unit
G3_16,Group 3,117.680,1,demo_measurement,unit
G3_16,Group 3,124.808,2,demo_measurement,unit
G3_16,Group 3,114.748,3,demo_measurement,unit
G3_16,Group 3,116.783,4,demo_measurement,unit
G3_16,Group 3,102.051,5,demo_measurement,unit
G3_16,Group 3,115.640,6,demo_measurement,unit
G3_16,Group 3,124.921,7,demo_measurement,unit
G3_16,Group 3,120.825,8,demo_measurement,unit
G3_16,Group 3,90.781,9,demo_measurement,unit
G3_16,Group 3,119.993,10,demo_measurement,unit
G3_16,Group 3,126.467,11,demo_measurement,unit
G3_16,Group 3,95.212,12,demo_measurement,unit
G3_16,Group 3,94.800,13,demo_measurement,unit
G3_16,Group 3,107.147,14,demo_measurement,unit
G3_16,Group 3,112.962,15,demo_measurement,unit
G3_16,Group 3,103.356,16,demo_measurement,unit
G3_16,Group 3,75.046,17,demo_measurement,unit
G3_16,Group 3,105.523,18,demo_measurement,unit
G3_16,Group 3,111.684,19,demo_measurement,unit
G3_16,Group 3,99.146,20,demo_measurement,unit
G3_16,Group 3,111.695,21,demo_measurement,unit
G3_16,Group 3,126.474,22,demo_measurement,unit
G3_16,Group 3,115.653,23,demo_measurement,unit
G3_16,Group 3,116.798,24,demo_measurement,unit
G3_16,Group 3,123.012,25,demo_measurement,unit
G3_16,Group 3,124.037,26,demo_measurement,unit
G3_16,Group 3,87.101,27,demo_measurement,unit
G3_16,Group 3,121.248,28,demo_measurement,unit
G3_16,Group 3,109.189,29,demo_measurement,unit
G3_16,Group 3,91.605,30,demo_measurement,unit
G3_16,Group 3,108.169,31,demo_measurement,unit
G3_16,Group 3,97.608,32,demo_measurement,unit
G3_16,Group 3,104.796,33,demo_measurement,unit
G3_16,Group 3,111.433,34,demo_measurement,unit
G3_16,Group 3,123.689,35,demo_measurement,unit
G3_16,Group 3,117.473,36,demo_measurement,unit
G3_16,Group 3,125.864,37,demo_measurement,unit
G3_16,Group 3,104.731,38,demo_measurement,unit
G3_16,Group 3,131.860,39,demo_measurement,unit
G3_16,Group 3,116.771,40,demo_measurement,unit
G3_16,Group 3,114.099,41,demo_measurement,unit
G3_16,Group 3,125.970,42,demo_measurement,unit
G3_16,Group 3,125.310,43,demo_measurement,unit
G3_16,Group 3,108.106,44,demo_measurement,unit
G3_16,Group 3,128.967,45,demo_measurement,unit
G3_16,Group 3,117.672,46,demo_measurement,unit
G3_16,Group 3,126.184,47,demo_measurement,unit
G3_16,Group 3,114.533,48,demo_measurement,unit
G3_16,Group 3,113.670,49,demo_measurement,unit
G3_16,Group 3,97.750,50,demo_measurement,unit
G3_17,Group 3,127.607,1,demo_measurement,unit
G3_17,Group 3,107.249,2,demo_measurement,unit
G3_17,Group 3,94.143,3,demo_measurement,unit
G3_17,Group 3,97.038,4,demo_measurement,unit
G3_17,Group 3,119.184,5,demo_measurement,unit
G3_17,Group 3,111.125,6,demo_measurement,unit
G3_17,Group 3,109.371,7,demo_measurement,unit
G3_17,Group 3,132.890,8,demo_measurement,unit
G3_17,Group 3,97.531,9,demo_measurement,unit
G3_17,Group 3,112.978,10,demo_measurement,unit
G3_17,Group 3,98.087,11,demo_measurement,unit
G3_17,Group 3,123.483,12,demo_measurement,unit
G3_17,Group 3,69.937,13,demo_measurement,unit
G3_17,Group 3,129.883,14,demo_measurement,unit
G3_17,Group 3,129.397,15,demo_measurement,unit
G3_17,Group 3,110.733,16,demo_measurement,unit
G3_17,Group 3,109.536,17,demo_measurement,unit
G3_17,Group 3,110.407,18,demo_measurement,unit
G3_17,Group 3,87.423,19,demo_measurement,unit
G3_17,Group 3,115.833,20,demo_measurement,unit
G3_17,Group 3,109.058,21,demo_measurement,unit
G3_17,Group 3,108.787,22,demo_measurement,unit
G3_17,Group 3,108.185,23,demo_measurement,unit
G3_17,Group 3,134.225,24,demo_measurement,unit
G3_17,Group 3,111.666,25,demo_measurement,unit
G3_17,Group 3,100.625,26,demo_measurement,unit
G3_17,Group 3,131.514,27,demo_measurement,unit
G3_17,Group 3,119.100,28,demo_measurement,unit
G3_17,Group 3,98.585,29,demo_measurement,unit
G3_17,Group 3,91.972,30,demo_measurement,unit
G3_17,Group 3,96.505,31,demo_measurement,unit
G3_17,Group 3,110.949,32,demo_measurement,unit
G3_17,Group 3,126.977,33,demo_measurement,unit
G3_17,Group 3,127.635,34,demo_measurement,unit
G3_17,Group 3,103.255,35,demo_measurement,unit
G3_17,Group 3,111.794,36,demo_measurement,unit
G3_17,Group 3,114.205,37,demo_measurement,unit
G3_17,Group 3,114.975,38,demo_measurement,unit
G3_17,Group 3,126.576,39,demo_measurement,unit
G3_17,Group 3,113.950,40,demo_measurement,unit
G3_17,Group 3,117.250,41,demo_measurement,unit
G3_17,Group 3,115.957,42,demo_measurement,unit
G3_17,Group 3,124.332,43,demo_measurement,unit
G3_17,Group 3,101.469,44,demo_measurement,unit
G3_17,Group 3,110.350,45,demo_measurement,unit
G3_17,Group 3,125.125,46,demo_measurement,unit
G3_17,Group 3,90.790,47,demo_measurement,unit
G3_17,Group 3,124.990,48,demo_measurement,unit
G3_17,Group 3,108.471,49,demo_measurement,unit
G3_17,Group 3,126.899,50,demo_measurement,unit
G3_18,Group 3,114.258,1,demo_measurement,unit
G3_18,Group 3,110.082,2,demo_measurement,unit
G3_18,Group 3,119.943,3,demo_measurement,unit
G3_18,Group 3,91.882,4,demo_measurement,unit
G3_18,Group 3,124.705,5,demo_measurement,unit
G3_18,Group 3,98.199,6,demo_measurement,unit
G3_18,Group 3,129.321,7,demo_measurement,unit
G3_18,Group 3,102.993,8,demo_measurement,unit
G3_18,Group 3,106.368,9,demo_measurement,unit
G3_18,Group 3,101.816,10,demo_measurement,unit
G3_18,Group 3,97.108,11,demo_measurement,unit
G3_18,Group 3,112.481,12,demo_measurement,unit
G3_18,Group 3,87.596,13,demo_measurement,unit
G3_18,Group 3,124.057,14,demo_measurement,unit
G3_18,Group 3,113.706,15,demo_measurement,unit
G3_18,Group 3,109.440,16,demo_measurement,unit
G3_18,Group 3,95.871,17,demo_measurement,unit
G3_18,Group 3,127.289,18,demo_measurement,unit
G3_18,Group 3,105.765,19,demo_measurement,unit
G3_18,Group 3,127.300,20,demo_measurement,unit
G3_18,Group 3,113.289,21,demo_measurement,unit
